,Roadway Name,From,To,day,LBoro,Segment ID,LZip,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,daily_volume
895,Atlantic Ave,Williams Avenue,Hillsdale Street,Weekend,3,150676,11207,799.5,570.0,503.0,461.5,475.0,410.75,472.75,586.25,685.25,725.0,829.25,910.0,1046.75,1162.5,1273.5,1250.75,1292.5,1222.75,1247.5,1216.25,1120.75,1021.75,913.0,828.75,21025.0
45, Atlantic Ave , Hinsdale Street , Williams Avenue ,Weekday,3,150677,11207,88.875,57.125,37.375,32.5,43.75,61.375,127.75,231.125,254.375,215.625,214.625,215.0,244.125,218.75,327.5,565.75,761.5,802.5,736.625,499.25,291.125,215.125,145.875,105.625,6493.25
46, Atlantic Ave , Hinsdale Street , Williams Avenue ,Weekend,3,150677,11207,429.25,347.75,267.25,244.125,251.75,212.75,198.125,236.125,317.375,355.875,445.375,500.75,538.375,594.25,674.0,676.75,744.25,696.625,642.125,586.0,539.25,450.25,374.75,345.5,10668.625
894,Atlantic Ave,Williams Avenue,Hillsdale Street,Weekday,3,150677,11207,425.0,250.0,166.8,164.2,355.4,814.0,1310.4,1323.2,1261.6,1199.4,1059.0,1009.4,1036.8,1045.4,1138.0,1205.4,1169.2,1183.2,1201.2,1171.4,979.2,910.0,838.6,663.8,21880.6
896,Atlantic Ave,Williams Avenue,Hillsdale Street,Weekend,3,150677,11207,711.0,489.5,363.0,294.25,347.75,441.5,685.0,859.5,932.25,1032.0,1159.0,1163.5,1124.0,1210.0,1263.5,1332.5,1289.5,1253.5,1242.75,1222.25,1184.25,1065.0,964.5,814.25,22444.25
897,Atlantic Ave Sr,Williams Avenue,Hillsdale Street,Weekday,3,150678,11207,128.0,87.2,58.6,41.8,62.8,148.8,220.6,421.8,456.6,371.6,359.4,389.4,426.2,477.8,637.0,945.2,1134.6,1161.4,1045.0,738.2,469.8,372.0,246.4,212.2,10612.4
899,Atlantic Ave Sr,Williams Avenue,Hillsdale Street,Weekend,3,150678,11207,293.25,191.5,178.0,155.5,136.0,134.0,151.25,198.25,248.5,267.0,318.25,344.5,409.25,499.0,539.25,582.5,607.0,548.0,529.0,525.5,442.75,399.25,346.5,275.0,8319.0
898,Atlantic Ave Sr,Williams Avenue,Hillsdale Street,Weekday,3,150681,11207,77.6,54.4,35.0,38.4,65.6,201.6,475.4,601.4,526.2,394.6,241.6,212.4,214.2,227.8,266.4,296.8,293.6,314.2,277.8,274.0,202.0,181.8,158.6,129.8,5761.2
900,Atlantic Ave Sr,Williams Avenue,Hillsdale Street,Weekend,3,150681,11207,129.5,107.25,89.75,69.0,77.5,85.25,133.0,167.0,203.75,234.25,249.25,234.25,219.5,239.25,229.0,249.5,265.75,253.75,267.25,241.5,253.75,194.5,164.25,141.75,4499.5
3128,Metropolitan Ave,Gardner Avenue,Scott Avenue,Weekday,3,152518,11237,122.0,86.2,84.0,110.8,218.8,526.4,995.0,1110.2,913.2,723.8,650.6,620.6,605.8,650.6,647.0,655.6,623.6,602.6,557.0,475.2,384.2,322.8,275.0,219.6,12180.6
3130,Metropolitan Ave,Gardner Avenue,Scott Avenue,Weekend,3,152518,11237,205.5,173.0,147.0,120.75,155.25,227.25,339.75,487.0,533.0,595.75,611.25,661.75,670.25,617.25,645.25,638.75,595.0,536.25,541.5,502.25,417.75,352.75,285.0,239.75,10299.0
875,Atlantic Ave,Classon Ave,Nycta Subway,Weekday,3,152665,11238,408.4166666666667,243.5,169.33333333333334,139.91666666666666,188.25,368.6666666666667,876.25,1278.5833333333333,1418.1666666666667,1311.8333333333333,1094.0833333333333,1068.5833333333333,1083.25,1088.3333333333333,1213.3333333333333,1393.75,1483.0,1472.6666666666667,1352.5,1185.0,973.5833333333334,792.0,691.75,619.75,21914.5
876,Atlantic Ave,Classon Ave,Nycta Subway,Weekend,3,152665,11238,806.0,586.5,460.0,362.625,363.125,319.25,374.25,491.5,617.875,696.875,829.25,915.375,949.0,1045.25,1137.25,1228.75,1226.5,1180.5,1149.25,1130.375,995.625,858.0,783.875,746.5,19253.5
877,Atlantic Ave,Classon Avenue,Franklin Avenue Shuttle Line,Weekday,3,152665,11238,506.8,329.0,217.6,177.8,210.2,465.8,1042.4,1513.0,1644.6,1581.4,1342.0,1072.2,990.6,1011.2,1042.6,1120.2,1212.6,1188.2,1216.2,1170.0,1032.4,866.2,734.8,663.0,22350.8
879,Atlantic Ave,Classon Avenue,Franklin Avenue Shuttle Line,Weekend,3,152665,11238,539.25,486.5,383.5,261.75,284.25,339.75,494.75,675.0,769.0,836.75,917.25,935.0,926.75,954.5,1073.0,1125.0,1093.25,1051.5,1124.75,1192.5,1036.75,947.75,900.25,789.25,19138.0
1126,Belt Parkway,72 Street,74 Street,Weekday,3,154031,11220,352.6,228.0,162.4,192.0,363.6,825.0,1493.4,2029.0,1964.4,1567.8,1427.4,1419.6,1347.0,1518.6,1688.8,1674.8,1613.2,1551.2,1593.0,1314.2,1151.2,1014.2,846.2,579.2,27916.8
1128,Belt Parkway,72 Street,74 Street,Weekend,3,154031,11220,645.75,436.75,322.25,287.0,279.25,435.0,753.75,1053.75,1400.75,1470.5,1517.0,1459.5,1610.0,1616.75,1669.75,1604.5,1641.25,1624.75,1612.75,1392.0,1235.75,1138.0,1008.0,796.25,27011.0
1390,Brooklyn Queens Exresspway,Adelphi Street,Clermont Avenue,Weekday,3,154092,11205,1673.8,957.0,735.0,768.2,1164.2,2308.6,3417.4,3790.4,3699.4,3613.6,3592.0,3601.0,3620.0,3431.8,3464.2,3049.0,2569.6,2396.8,2597.0,3008.8,3103.4,3111.4,2687.8,2420.4,64780.8
1392,Brooklyn Queens Exresspway,Adelphi Street,Clermont Avenue,Weekend,3,154092,11205,2540.25,1867.75,1442.75,1236.0,1218.75,1306.0,1873.25,2495.0,2886.25,3176.25,3497.75,3626.25,3659.0,3533.75,3671.25,3626.75,3376.25,3301.5,3254.25,3321.5,3245.5,3153.25,3258.0,2820.75,67388.0
3724,Seaview Ave,E 101 Street,E 102 Street,Weekday,3,154194,11236,82.0,45.75,23.75,24.75,32.25,62.25,157.5,297.25,482.0,213.0,168.5,192.75,144.0,131.75,217.0,282.25,207.25,246.5,238.5,180.0,142.25,128.75,104.75,77.75,3882.5
3727,Seaview Ave,E 102 Street,E 103 Street,Weekday,3,154275,11236,43.2,31.3,25.1,25.7,43.7,72.7,162.7,247.6,212.1,159.0,151.9,141.7,131.8,158.5,176.3,175.1,178.1,173.3,170.2,148.6,110.1,99.3,79.9,67.4,2985.3
3729,Seaview Ave,E 102 Street,E 103 Street,Weekend,3,154275,11236,88.625,71.25,58.5,41.25,39.75,46.375,65.375,94.5,116.375,139.125,140.875,138.75,142.625,139.875,153.75,140.75,146.875,136.5,136.625,122.75,112.0,94.625,83.375,64.75,2515.25
98, Gowanus Expressway , 29 Street  , 28 Street  ,Weekday,3,154280,11232,1483.875,880.75,662.125,650.625,1138.875,2323.875,3397.375,3724.75,3553.25,3245.75,2978.125,2871.0,3083.125,3565.25,4062.0,4303.25,4258.125,4203.75,4009.0,3868.375,3382.375,3082.75,2713.75,2077.875,69520.0
99, Gowanus Expressway , 29 Street  , 28 Street  ,Weekend,3,154280,11232,2483.0,1633.0,1189.5,1068.0,1071.5,1028.0,1371.5,1732.5,2091.5,2673.0,3038.5,3126.5,3417.5,3635.0,3924.0,3880.0,4159.0,4082.5,3749.5,2793.5,2360.5,2314.0,2233.0,3521.5,62576.5
3725,Seaview Ave,E 101 Street,E 102 Street,Weekday,3,154428,11236,35.0,19.5,14.0,14.75,16.25,30.0,66.75,188.5,228.25,125.75,82.25,84.25,87.75,96.25,116.25,152.25,124.5,139.0,138.5,90.0,77.75,58.0,51.75,33.25,2070.5
871,Atlantic Ave,Autumn Avenue,Lincoln Avenue,Weekday,3,157545,11208,171.2,124.6,104.8,150.2,253.0,428.0,599.4,707.0,593.6,549.0,531.4,601.6,685.2,663.8,687.8,715.2,706.8,672.4,673.8,685.4,580.8,495.2,424.4,338.0,12142.6
873,Atlantic Ave,Autumn Avenue,Lincoln Avenue,Weekend,3,157545,11208,325.25,247.75,226.25,201.0,190.25,168.0,213.5,261.25,353.0,398.25,490.75,523.5,616.5,622.75,626.0,652.0,604.5,532.25,469.75,445.5,416.0,342.75,300.75,272.25,9499.75
883,Atlantic Ave,Lincoln Ave,Sheridan Ave,Weekday,3,157570,11208,207.55555555555554,132.77777777777777,75.55555555555556,68.22222222222223,78.22222222222223,161.55555555555554,326.55555555555554,496.55555555555554,671.8888888888889,550.6666666666666,532.1111111111111,583.6666666666666,611.2222222222222,668.2222222222222,754.4444444444445,861.5555555555555,993.1111111111111,1039.5555555555557,1035.7777777777778,841.3333333333334,638.5555555555555,508.3333333333333,403.44444444444446,303.44444444444446,12544.333333333334
884,Atlantic Ave,Lincoln Ave,Sheridan Ave,Weekend,3,157570,11208,386.8333333333333,292.3333333333333,220.83333333333334,183.66666666666666,180.83333333333334,170.83333333333334,169.83333333333334,239.83333333333334,352.3333333333333,434.0,518.8333333333334,620.5,693.5,743.1666666666666,773.1666666666666,782.3333333333334,806.0,779.3333333333334,746.6666666666666,688.1666666666666,597.8333333333334,511.3333333333333,437.0,362.0,11691.166666666666
469,4 Ave,28 Street,29 Street,Weekday,3,157598,11232,162.53333333333333,109.06666666666666,85.46666666666667,86.06666666666666,145.53333333333333,394.6,993.9333333333333,1251.8,1175.1333333333334,1036.8666666666666,936.1333333333333,903.3333333333334,862.5333333333333,874.6,898.9333333333333,1026.2,1059.4666666666667,1070.2,901.6,673.1333333333333,511.53333333333336,402.46666666666664,309.73333333333335,263.2,16134.066666666668
471,4 Ave,28 Street,29 Street,Weekend,3,157598,11232,313.6666666666667,239.75,202.75,172.91666666666666,193.5,178.25,254.75,353.75,539.6666666666666,650.3333333333334,790.5,832.0,882.0,876.4166666666666,881.0,913.1666666666666,867.3333333333334,803.0833333333334,736.25,607.0,483.8333333333333,364.6666666666667,324.75,289.25,12750.583333333334
2656,Jamaica Ave,Georgia Avenue,Fanchon Pl,Weekday,3,157603,11207,282.8,150.4,85.2,94.8,153.0,352.0,983.4,1261.0,1205.4,988.0,784.4,679.8,712.2,776.6,875.2,1011.4,1036.6,978.4,961.4,872.2,680.6,547.6,489.4,443.6,16405.4
2657,Jamaica Ave,Georgia Avenue,Fanchon Pl,Weekend,3,157603,11207,427.25,291.5,225.5,174.75,187.5,196.0,347.0,536.25,591.0,626.0,653.75,700.0,696.5,736.5,826.5,881.75,860.75,800.5,706.0,773.0,714.25,598.75,551.0,492.25,13594.25
2881,Linden Blvd,Van Sinderen Avenue,Snediker Avenue,Weekday,3,157673,11207,335.8,212.6,156.4,187.6,253.0,589.8,1343.4,1702.2,1547.8,1307.6,1071.0,1029.4,1040.8,1072.8,1174.8,1204.0,1235.2,1187.0,1143.8,1001.8,824.6,720.6,663.4,558.6,21564.0
2883,Linden Blvd,Van Sinderen Avenue,Snediker Avenue,Weekend,3,157673,11207,600.25,422.75,298.75,255.0,281.0,294.75,484.0,703.0,734.75,878.0,1002.75,1023.0,1002.25,1037.5,1057.25,1084.25,1072.25,1065.75,1029.25,1002.75,886.0,759.0,701.0,672.5,18347.75
2654,Jamaica Ave,Fanchon Pl,Georgia Avenue,Weekday,3,157676,11207,158.4,94.4,75.0,72.0,117.8,263.2,628.2,566.8,563.8,475.2,423.0,427.8,493.8,576.4,671.0,745.2,738.2,729.2,681.6,566.2,437.0,338.8,311.8,258.8,10413.6
2655,Jamaica Ave,Fanchon Pl,Georgia Avenue,Weekend,3,157676,11207,238.5,155.5,126.5,96.0,119.25,138.5,258.5,263.5,309.5,342.25,381.25,456.75,463.0,497.5,545.25,524.5,562.5,538.5,499.0,478.25,452.5,366.5,347.5,290.0,8451.0
470,4 Ave,28 Street,29 Street,Weekday,3,157685,11232,97.4,65.0,45.8,39.4,38.4,73.4,181.2,309.0,472.0,460.6,462.6,538.2,571.6,621.6,648.8,855.2,963.4,960.8,814.0,538.8,311.4,238.8,208.4,173.0,9688.8
472,4 Ave,28 Street,29 Street,Weekend,3,157685,11232,164.75,121.0,95.0,72.0,61.25,52.75,84.5,128.0,198.75,284.75,356.75,398.25,441.75,477.75,482.25,528.5,550.5,500.5,434.25,357.75,293.0,207.0,197.0,163.25,6651.25
481,4 Ave,Butler Street,Douglass Street,Weekday,3,157722,11217,220.2,114.8,82.6,64.0,84.2,119.0,234.4,360.6,510.4,488.2,417.4,449.2,453.0,463.0,554.6,762.8,821.8,784.6,718.4,628.2,450.8,361.2,317.0,290.2,9750.6
483,4 Ave,Butler Street,Douglass Street,Weekend,3,157722,11217,222.0,159.75,124.75,102.75,104.75,80.75,92.5,137.75,211.5,330.5,329.25,366.75,445.5,454.25,481.25,486.5,500.75,530.0,477.5,418.25,348.5,270.75,229.25,223.75,7129.25
3382,Oriental Blvd,Hastings St,Girard St,Weekday,3,157736,11235,15.0,10.583333333333334,7.0,4.583333333333333,6.166666666666667,11.25,35.416666666666664,148.16666666666666,412.25,299.1666666666667,227.0,212.33333333333334,213.83333333333334,217.5,256.9166666666667,339.9166666666667,216.58333333333334,227.66666666666666,239.5,141.41666666666666,164.33333333333334,154.75,109.83333333333333,28.25,3699.4166666666665
3383,Oriental Blvd,Hastings St,Girard St,Weekend,3,157736,11235,20.375,15.25,12.0,6.875,5.125,9.375,15.75,27.625,88.375,175.875,128.25,109.125,172.125,126.625,133.375,169.625,112.125,101.875,75.875,68.625,51.0,40.125,46.25,28.875,1740.5
2066,Eern Parkway,Broadway,Bushwick Avenue,Weekday,3,157872,11207,128.2,64.6,47.0,38.8,70.0,169.8,346.8,395.0,401.6,346.8,356.0,373.8,432.0,483.2,479.2,616.4,633.0,579.6,590.6,528.2,395.4,315.8,284.6,208.8,8285.2
2068,Eern Parkway,Broadway,Bushwick Avenue,Weekend,3,157872,11207,214.25,135.0,92.0,86.0,76.5,97.75,152.75,208.5,266.5,296.0,330.25,358.75,382.75,421.75,491.5,484.75,500.5,467.75,474.25,414.5,376.5,315.25,297.0,227.75,7168.5
2070,Eern Parkway,Broadway,Cook Court,Weekday,3,157872,11207,174.2,81.2,56.2,44.8,82.2,212.8,613.8,649.8,694.2,585.6,518.8,425.6,424.0,441.4,507.2,662.6,694.6,698.2,634.2,514.0,386.8,307.0,289.2,255.6,9954.0
2072,Eern Parkway,Broadway,Cook Court,Weekend,3,157872,11207,269.5,171.5,134.5,96.5,98.0,96.75,178.0,310.5,341.75,399.0,422.0,450.75,463.75,467.25,507.0,563.5,613.5,524.0,450.75,506.25,454.75,385.25,329.5,317.0,8551.25
2203,Flatlands Ave,Louisiana Ave,Malta St,Weekday,3,157900,11207,222.88888888888889,130.5,78.0,71.38888888888889,108.94444444444444,219.94444444444446,409.1111111111111,673.7777777777778,810.4444444444445,716.6111111111111,651.0555555555555,639.4444444444445,700.5,727.0555555555555,773.5,838.0,885.1666666666666,926.5555555555555,892.1111111111111,767.5,639.2222222222222,528.0,442.3888888888889,340.3333333333333,13192.444444444445
2204,Flatlands Ave,Louisiana Ave,Malta St,Weekend,3,157900,11207,334.5833333333333,244.08333333333334,185.5,148.83333333333334,165.66666666666666,194.25,238.33333333333334,384.0833333333333,564.75,653.9166666666666,811.5833333333334,856.5833333333334,926.8333333333334,955.9166666666666,952.4166666666666,981.5,917.4166666666666,912.8333333333334,830.1666666666666,743.6666666666666,632.75,534.0833333333334,450.5833333333333,366.5833333333333,13986.916666666666
2205,Flatlands Ave,Louisiana Avenue,Malta Street,Weekday,3,157900,11207,233.2,134.2,109.4,103.6,132.8,294.0,602.6,901.0,956.6,753.6,715.0,778.0,751.8,791.0,795.2,896.4,967.8,1041.2,933.2,870.0,781.0,592.8,448.4,347.8,14930.6
2207,Flatlands Ave,Louisiana Avenue,Malta Street,Weekend,3,157900,11207,367.25,254.0,195.0,149.0,169.75,198.25,279.75,370.5,519.0,625.0,721.25,722.0,867.75,802.0,812.0,926.5,813.25,799.0,884.25,840.75,736.5,697.5,538.25,396.75,13685.25
872,Atlantic Ave,Autumn Avenue,Lincoln Avenue,Weekday,3,157948,11208,146.8,111.4,64.0,46.8,115.6,354.4,623.2,665.0,639.2,538.8,444.2,408.0,449.6,454.6,384.2,543.8,614.0,646.4,501.6,434.0,410.2,324.0,261.6,188.4,9369.8
874,Atlantic Ave,Autumn Avenue,Lincoln Avenue,Weekend,3,157948,11208,252.0,166.75,131.25,104.0,118.0,156.25,219.5,331.75,348.5,372.25,400.5,443.75,437.75,462.0,471.25,477.0,505.75,485.75,460.75,411.0,367.25,322.75,289.75,253.0,7988.5
473,4 Ave,29 Street,30 Street,Weekday,3,157979,11232,125.9,81.9,74.7,81.4,161.1,598.8,1281.4,1439.6,1095.2,911.6,715.5,710.5,683.5,734.5,807.9,867.1,923.7,874.0,714.6,590.1,429.5,312.8,259.5,222.4,14697.2
475,4 Ave,29 Street,30 Street,Weekend,3,157979,11232,229.0,162.125,128.5,108.375,137.875,170.5,273.0,385.0,573.25,732.25,819.0,783.75,833.875,888.75,910.625,871.875,764.5,708.25,663.0,537.25,418.875,332.875,283.5,250.625,11966.625
3500,Pulaski Bridge,Clay Street,Box Street,Weekday,3,158033,11222,353.4,281.4,226.0,209.0,279.0,566.6,1050.8,1375.0,1416.2,1124.0,998.8,967.0,993.2,989.4,1113.8,1155.2,1223.0,1160.4,981.8,855.6,705.2,609.0,536.6,504.6,19675.0
3501,Pulaski Bridge,Clay Street,Box Street,Weekend,3,158033,11222,644.0,493.75,403.25,365.5,426.0,395.25,421.75,514.75,523.5,609.0,815.5,834.25,958.0,932.0,1041.5,1000.0,1018.25,1000.5,947.5,920.75,823.75,763.5,689.25,690.0,17231.5
2206,Flatlands Ave,Louisiana Avenue,Malta Street,Weekday,3,158072,11207,157.2,98.0,84.4,83.0,118.4,302.6,476.0,611.8,670.6,613.4,618.6,662.4,695.6,711.8,763.8,881.8,1053.8,1101.4,1038.8,846.0,695.6,447.6,339.4,273.0,13345.0
2208,Flatlands Ave,Louisiana Avenue,Malta Street,Weekend,3,158072,11207,233.25,163.25,126.0,123.5,105.0,130.5,194.75,349.0,485.5,590.5,797.25,766.75,934.0,916.0,920.25,959.25,951.0,868.0,760.75,663.25,539.25,437.25,382.25,278.25,12674.75
474,4 Ave,29 Street,30 Street,Weekday,3,158092,11232,122.4,79.2,60.3,51.5,54.3,82.6,206.9,412.9,580.2,547.9,560.2,649.5,654.5,659.3,734.9,1125.9,1203.9,1189.2,1007.8,656.7,388.2,292.6,246.8,197.3,11765.0
476,4 Ave,29 Street,30 Street,Weekend,3,158092,11232,206.625,161.875,115.375,105.0,89.375,71.875,96.25,151.75,247.5,321.25,391.625,496.625,570.5,554.75,574.625,598.75,608.75,544.25,497.375,415.75,335.0,249.375,243.375,209.0,7856.625
878,Atlantic Ave,Classon Avenue,Franklin Avenue Shuttle Line,Weekday,3,158124,11238,460.6,265.8,174.4,142.8,172.4,267.4,591.6,921.6,1045.6,954.8,936.8,953.8,978.4,1005.8,1127.8,1515.0,1545.8,1637.0,1523.8,1428.6,1132.2,871.4,842.4,688.8,21184.6
880,Atlantic Ave,Classon Avenue,Franklin Avenue Shuttle Line,Weekend,3,158124,11238,823.25,488.75,390.0,319.75,250.75,201.25,222.5,411.75,615.75,664.5,720.75,826.75,960.0,1109.75,1138.0,1244.0,1320.75,1280.0,1250.25,1094.25,990.0,876.0,889.75,883.25,18971.75
47, Atlantic Ave , Lincoln Avenue , Nichols Avenue ,Weekday,3,158132,11208,141.75,85.125,70.125,65.875,111.75,219.75,555.0,810.25,765.5,536.0,469.375,451.625,452.75,432.875,497.875,563.5,578.0,599.75,583.375,497.875,388.375,325.25,302.125,251.625,9755.5
48, Atlantic Ave , Lincoln Avenue , Nichols Avenue ,Weekend,3,158132,11208,383.8333333333333,287.8333333333333,228.16666666666666,192.66666666666666,230.83333333333334,226.16666666666666,216.0,319.1666666666667,378.8333333333333,496.3333333333333,537.5,601.6666666666666,649.5,719.5,770.8333333333334,789.6666666666666,767.3333333333334,724.1666666666666,726.6666666666666,679.5,570.1666666666666,481.6666666666667,429.5,362.0,11769.5
3129,Metropolitan Ave,Gardner Avenue,Scott Avenue,Weekday,3,158134,11237,195.6,115.0,78.8,77.0,103.6,190.4,277.4,384.0,436.2,440.8,457.8,495.0,546.4,620.4,634.4,811.2,929.6,960.8,837.0,649.8,477.0,387.2,293.6,267.8,10666.8
3131,Metropolitan Ave,Gardner Avenue,Scott Avenue,Weekend,3,158134,11237,321.25,187.0,150.75,116.0,134.25,121.0,141.0,216.0,292.75,336.25,411.5,476.75,577.0,612.5,633.75,667.25,654.75,628.5,624.75,565.75,486.25,392.0,338.25,280.0,9365.25
482,4 Ave,Butler Street,Douglass Street,Weekday,3,158163,11217,296.375,209.5625,163.3125,136.0625,167.9375,330.25,713.9375,923.875,964.875,866.4375,726.5625,730.5,701.3125,735.4375,782.5,952.6875,1016.75,1031.5,902.875,740.9375,585.5,487.1875,411.4375,363.75,14941.5625
484,4 Ave,Butler Street,Douglass Street,Weekend,3,158163,11217,374.3333333333333,308.8333333333333,250.91666666666666,208.41666666666666,215.08333333333334,189.33333333333334,224.08333333333334,340.6666666666667,481.0,585.5833333333334,666.0833333333334,724.0,804.5,805.5833333333334,868.6666666666666,896.5,945.75,908.8333333333334,789.4166666666666,660.5833333333334,563.4166666666666,458.4166666666667,414.4166666666667,367.6666666666667,13052.083333333334
120, Linden Blvd , Hinsdale Street , Snediker Avenue ,Weekday,3,158203,11207,264.0625,144.875,100.0625,113.6875,161.0,295.5,627.0625,959.8125,1008.75,870.0,726.0,779.1875,743.875,779.1875,863.125,1009.0625,1025.5,1029.1875,943.75,800.5,667.3125,579.375,483.875,395.6875,15370.4375
121, Linden Blvd , Hinsdale Street , Snediker Avenue ,Weekend,3,158203,11207,528.375,392.0,285.125,236.4375,283.1875,285.1875,314.375,398.1875,536.5625,577.125,710.0625,793.8125,795.5625,855.5,906.75,937.4375,938.0625,880.375,843.4375,771.375,680.375,565.0,503.375,472.375,14490.0625
1678,Cropsey Ave,27Th Ave,Bay 26Th St,Weekday,3,158217,11214,83.92857142857143,54.214285714285715,33.42857142857143,29.785714285714285,39.5,78.64285714285714,211.42857142857142,407.5,541.3571428571429,435.57142857142856,376.2857142857143,391.0,395.5,407.57142857142856,509.85714285714283,545.9285714285714,490.92857142857144,505.64285714285717,486.07142857142856,424.2142857142857,324.64285714285717,243.07142857142858,187.28571428571428,143.21428571428572,7346.571428571428
1679,Cropsey Ave,27Th Ave,Bay 26Th St,Weekend,3,158217,11214,146.5,116.75,73.5,54.875,52.375,47.25,68.25,139.5,211.625,284.75,364.875,413.75,474.25,522.25,488.375,483.25,489.375,490.125,432.25,379.625,315.625,247.625,193.625,180.75,6671.125
1682,Cropsey Ave,Bay 46 Street,27 Avenue,Weekday,3,158217,11214,82.8,61.8,35.6,31.6,48.2,102.2,222.8,526.0,599.2,460.0,427.8,416.0,460.6,495.6,612.0,663.4,619.4,644.8,618.2,538.8,474.2,325.0,187.0,155.4,8808.4
1683,Cropsey Ave,Bay 46 Street,27 Avenue,Weekend,3,158217,11214,137.75,98.75,55.5,45.25,46.0,54.0,82.0,167.0,276.25,323.0,401.25,456.75,502.5,523.75,509.0,520.25,513.25,467.25,479.0,413.25,336.75,255.75,190.5,163.25,7018.0
647,7 Ave,65 Street,66 Street,Weekday,3,161643,11220,53.2,33.2,28.8,17.8,24.4,32.6,78.6,144.6,205.4,240.6,253.4,239.2,283.8,293.6,304.6,304.8,333.2,329.0,306.8,241.8,181.8,147.8,118.4,99.0,4296.4
649,7 Ave,65 Street,66 Street,Weekend,3,161643,11220,101.25,60.5,47.0,30.0,34.5,25.25,31.25,51.75,88.75,145.5,169.75,206.5,219.75,251.75,234.0,233.25,221.0,218.25,206.5,184.75,145.75,142.0,136.75,121.0,3306.75
3779,Smith St,Lorraine Street,Gowanus Expressway,Weekday,3,162032,11231,41.6,26.4,25.0,50.6,64.0,92.4,98.6,127.0,115.4,136.0,140.6,164.0,166.2,160.8,162.8,157.2,146.4,143.0,132.4,117.0,110.8,104.2,85.8,86.4,2654.6
3780,Smith St,Lorraine Street,Gowanus Expressway,Weekend,3,162032,11231,68.5,46.25,34.0,34.75,23.5,31.25,41.25,61.0,82.75,92.25,109.75,120.0,134.0,134.0,134.25,128.75,141.25,131.0,128.75,125.0,104.5,104.25,64.25,69.0,2144.25
3352,Ocean Parkway,Caton Avenue,Albemarle Road,Weekday,3,163584,11218,19.0,14.0,6.6,4.6,6.6,10.2,24.2,46.6,58.0,41.6,39.6,52.2,48.2,60.0,51.8,50.4,53.6,70.6,69.6,60.6,51.0,41.6,33.8,28.4,942.8
3354,Ocean Parkway,Caton Avenue,Albemarle Road,Weekend,3,163584,11218,22.75,14.5,14.0,7.75,8.0,9.75,15.25,22.75,29.0,40.5,43.5,50.0,62.5,62.0,62.75,59.0,58.0,56.75,66.5,52.0,51.0,36.75,30.0,21.75,896.75
3353,Ocean Parkway,Caton Avenue,Albemarle Road,Weekday,3,163602,11218,23.8,14.6,7.4,5.6,11.8,21.0,52.6,105.8,154.2,83.0,64.2,90.2,85.0,80.0,82.2,94.6,92.2,80.2,81.2,74.8,52.0,45.0,35.6,28.4,1465.4
3355,Ocean Parkway,Caton Avenue,Albemarle Road,Weekend,3,163602,11218,25.5,20.75,17.5,10.25,10.0,11.75,17.25,25.25,38.0,48.5,64.5,65.75,70.25,82.0,91.25,72.0,73.75,70.5,67.5,72.75,57.75,44.75,45.0,39.0,1141.5
3430,Parkside Ave,Park Circle,Parade Pl,Weekday,3,163652,11226,134.4,84.8,51.5,36.5,61.6,159.9,416.0,551.1,626.7,671.1,610.5,565.8,541.7,571.0,666.5,646.4,669.3,651.5,611.1,492.5,371.5,321.9,272.5,235.9,10021.7
3431,Parkside Ave,Park Circle,Parade Pl,Weekend,3,163652,11226,197.375,130.75,104.375,82.125,81.5,94.75,154.125,247.875,333.25,390.0,452.5,466.0,499.0,521.5,533.5,542.25,525.875,480.125,443.75,415.25,361.625,309.875,276.5,247.75,7891.625
3079,Meeker Ave,Leonard St,Withers St,Weekday,3,165258,11211,215.33333333333334,137.83333333333334,104.16666666666667,69.91666666666667,61.166666666666664,85.41666666666667,233.83333333333334,368.8333333333333,431.25,392.75,329.1666666666667,350.9166666666667,385.9166666666667,399.1666666666667,436.9166666666667,500.0,530.5833333333334,603.4166666666666,543.25,420.6666666666667,367.5,304.3333333333333,249.16666666666666,241.0,7762.5
3080,Meeker Ave,Leonard St,Withers St,Weekend,3,165258,11211,310.875,240.875,199.875,169.0,165.75,103.375,86.125,101.25,151.0,191.375,239.625,297.625,335.125,415.125,396.375,398.875,531.5,512.5,379.875,394.5,362.375,310.0,277.625,286.75,6857.375
2721,Kings Highway,E 93 Street,E 94 Street,Weekday,3,167324,11212,144.2,93.8,73.2,77.4,120.8,285.6,689.6,979.4,873.6,740.0,682.4,724.2,731.6,825.4,919.8,869.8,838.2,881.6,776.0,790.0,578.2,479.0,388.6,246.4,13808.8
2723,Kings Highway,E 93 Street,E 94 Street,Weekend,3,167324,11212,295.75,230.5,170.0,152.25,183.0,158.0,248.75,312.0,404.0,503.75,646.25,665.5,658.75,730.5,832.75,792.25,770.75,768.75,741.25,746.5,632.5,538.75,461.25,320.75,11964.5
