,Roadway Name,From,To,day,LBoro,Segment ID,LZip,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,daily_volume
234,12 Ave,W 59 Street,W 62 Street,Weekend,1,9009505,10069,1705.25,1319.25,879.0,660.25,655.5,1065.75,1705.0,1958.75,2380.25,2649.5,2877.5,3079.75,3097.25,3045.0,3190.5,3185.5,3196.0,3113.0,3145.0,3020.5,2545.25,2250.0,2047.0,1651.75,54422.5
2151,Fdr Drive,E 10 Street Pedestrian Overpass,E 13Th Street,Weekday,1,9009662,10009,1818.8,956.8,563.4,459.0,670.0,1547.2,2997.8,4064.8,4397.0,3937.4,3450.2,3331.6,3381.4,3485.4,3685.0,4165.6,4212.2,4271.4,3948.4,3688.4,3770.0,3350.4,3107.6,2836.4,72096.2
2153,Fdr Drive,E 10 Street Pedestrian Overpass,E 13Th Street,Weekend,1,9009662,10009,2814.5,1949.25,1523.25,1186.75,1068.75,885.0,1375.5,1942.25,2212.0,2353.75,2666.0,3013.5,3220.25,3264.0,3420.5,3620.0,3718.25,3532.0,3597.5,3540.5,3443.5,3133.5,2976.5,3001.25,63458.25
2152,Fdr Drive,E 10 Street Pedestrian Overpass,E 13Th Street,Weekday,1,9014764,10009,1223.0,660.2,432.4,390.6,648.6,1563.2,3531.4,4057.0,4066.4,3753.4,3482.4,3458.0,3507.2,3581.0,3871.6,3461.6,3508.8,3792.4,3873.2,3591.2,3387.6,3069.4,2715.6,1907.0,67533.2
2154,Fdr Drive,E 10 Street Pedestrian Overpass,E 13Th Street,Weekend,1,9014764,10009,2053.75,1535.25,1257.0,1101.25,918.0,890.25,1408.5,1837.25,2003.0,2411.0,2510.25,2753.5,2823.25,3058.5,3201.0,3369.25,3407.75,3308.0,3150.75,3024.5,2928.5,2636.0,2536.5,2170.0,56293.0
512,5 Ave,101 Street,Gustave L Levy Pl,Weekday,1,9017020,10029,321.0,201.2,130.4,121.4,172.4,415.0,1127.4,1473.2,1407.0,1296.4,1262.4,1295.2,1212.8,1274.6,1308.0,1313.2,1351.2,1345.4,1241.6,1057.4,835.0,681.6,635.4,539.2,22018.4
513,5 Ave,101 Street,Gustave L Levy Pl,Weekend,1,9017020,10029,431.25,334.75,271.0,229.75,208.25,232.25,464.0,582.25,535.75,552.75,537.5,717.5,839.0,872.0,974.25,856.5,1013.5,1083.25,1150.25,917.0,709.75,636.5,578.25,530.25,15257.5
1601,Columbus Ave,Dead End,Dead End,Weekday,1,9017050,10025,305.8,201.8,153.8,141.2,181.0,328.0,591.6,844.2,856.0,734.6,662.6,668.2,668.4,749.4,725.4,766.4,836.4,867.8,822.8,726.6,657.0,581.6,525.0,443.4,14039.0
1602,Columbus Ave,Dead End,Dead End,Weekend,1,9017050,10025,427.5,363.5,292.25,220.75,195.25,204.75,264.75,414.0,511.0,593.5,689.0,705.75,713.5,799.25,770.0,750.5,725.25,720.75,748.75,658.25,540.75,503.0,538.25,462.0,12812.25
1823,E 135 St,Canal Street W,Canal Pl,Weekday,2,69588,10451,69.4,46.6,49.2,54.4,83.8,74.2,136.4,140.2,245.6,308.2,261.6,276.4,208.8,225.4,326.8,565.2,681.4,565.2,481.2,305.0,192.6,123.6,73.6,67.4,5562.2
1824,E 135 St,Canal Street W,Canal Pl,Weekend,2,69588,10451,80.75,68.25,56.25,55.25,85.75,62.5,67.0,65.25,92.25,178.0,240.5,341.5,383.5,407.25,415.25,388.75,324.5,278.25,217.0,100.75,89.25,64.5,69.0,55.25,4186.5
1829,E 135 St ,Canal Street W,Park Avenue ,Weekday,2,69589,10451,78.4,97.6,88.4,123.8,140.0,93.2,119.4,119.6,153.4,152.0,131.2,157.6,324.6,319.8,340.4,264.4,262.6,266.6,193.4,113.8,121.8,103.4,102.8,92.6,3960.8
1830,E 135 St ,Canal Street W,Park Avenue ,Weekend,2,69589,10451,134.33333333333334,188.66666666666666,135.66666666666666,108.66666666666667,134.66666666666666,81.0,64.33333333333333,80.0,71.66666666666667,59.333333333333336,77.66666666666667,80.66666666666667,94.66666666666667,124.66666666666667,94.0,79.66666666666667,89.0,87.66666666666667,85.33333333333333,77.66666666666667,91.66666666666667,95.66666666666667,108.0,79.0,2323.6666666666665
1833,E 138 St,Grand Concourse,Park Avenue,Weekday,2,69639,10451,243.3,197.8,146.2,140.2,192.5,331.2,593.8,898.0,1034.7,858.2,582.5,582.8,636.5,753.1,773.7,1007.3,1205.1,1071.0,851.3,648.7,506.8,387.9,313.8,287.4,14243.8
1834,E 138 St,Grand Concourse,Park Avenue,Weekend,2,69639,10451,386.42857142857144,334.42857142857144,284.85714285714283,284.42857142857144,292.14285714285717,220.0,273.57142857142856,341.2857142857143,381.85714285714283,414.14285714285717,420.375,479.5,507.25,595.875,636.5,719.375,772.625,772.5,717.75,644.25,526.125,456.25,426.0,386.5,11273.42857142857
3619,River Ave,E 150 Street,E 151 Street,Weekday,2,69696,10451,40.65217391304348,26.434782608695652,17.73913043478261,15.043478260869565,19.17391304347826,39.73913043478261,87.04347826086956,154.56521739130434,197.2608695652174,205.2608695652174,205.7826086956522,216.08695652173913,213.0,217.8695652173913,219.04347826086956,256.3478260869565,297.0,310.1304347826087,279.1304347826087,214.65217391304347,181.17391304347825,128.52173913043478,91.3913043478261,62.608695652173914,3695.6521739130435
3620,River Ave,E 150 Street,E 151 Street,Weekend,2,69696,10451,72.5,49.166666666666664,35.583333333333336,32.5,32.833333333333336,30.083333333333332,41.75,56.833333333333336,97.25,141.25,175.58333333333334,229.16666666666666,271.0,277.3333333333333,299.4166666666667,319.9166666666667,324.75,310.5,273.9166666666667,237.16666666666666,191.25,149.41666666666666,111.75,86.75,3847.6666666666665
3621,River Ave,E 151 Street,E 150 Street,Weekday,2,69696,10451,27.0,13.0,10.2,7.2,14.0,28.0,74.0,184.2,185.0,133.2,167.8,173.8,209.8,201.0,219.4,218.0,221.2,199.2,210.0,198.8,160.2,174.0,201.4,64.2,3294.6
3622,River Ave,E 151 Street,E 150 Street,Weekend,2,69696,10451,44.5,29.75,16.75,17.25,19.5,18.75,28.75,39.75,66.25,97.75,156.5,184.25,228.25,249.25,271.75,274.0,376.5,332.0,297.75,326.25,255.75,133.75,89.0,54.75,3608.75
2335,Gerard Ave,150 Street,151 Street,Weekday,2,69698,10451,52.0,33.2,22.8,21.8,17.8,24.2,65.6,160.8,257.8,224.8,176.6,208.2,256.0,251.8,243.8,323.4,432.2,450.0,384.0,251.8,183.8,133.0,96.8,77.2,4349.4
2336,Gerard Ave,150 Street,151 Street,Weekend,2,69698,10451,81.0,61.75,61.25,56.5,50.5,45.5,42.25,50.5,79.25,121.75,150.5,175.75,195.75,236.5,282.0,260.25,293.75,261.25,225.0,207.25,152.75,117.0,89.75,77.75,3375.5
2337,Gerard Ave,E 150 Street,E 151 Street,Weekday,2,69698,10451,68.44444444444444,31.88888888888889,23.444444444444443,20.0,18.333333333333332,29.22222222222222,79.0,158.33333333333334,232.0,221.44444444444446,213.0,215.0,203.33333333333334,202.22222222222223,239.66666666666666,302.3333333333333,334.22222222222223,334.77777777777777,324.22222222222223,243.77777777777777,172.44444444444446,131.66666666666666,111.33333333333333,79.55555555555556,3989.6666666666665
2338,Gerard Ave,E 150 Street,E 151 Street,Weekend,2,69698,10451,111.25,74.5,47.25,49.75,46.75,36.25,51.25,63.75,88.25,111.5,135.5,193.75,213.5,203.25,220.0,251.0,251.0,258.0,316.5,304.25,196.25,159.0,136.75,115.5,3634.75
1831,E 138 St,Canal Pl,Rider Avenue,Weekday,2,69780,10451,190.6153846153846,138.46153846153845,113.6923076923077,109.15384615384616,140.69230769230768,204.84615384615384,370.6923076923077,639.0769230769231,626.0769230769231,557.4615384615385,458.38461538461536,463.46153846153845,436.7692307692308,436.61538461538464,453.9230769230769,497.84615384615387,557.8461538461538,581.4615384615385,457.9230769230769,390.84615384615387,323.15384615384613,280.7692307692308,241.69230769230768,210.15384615384616,8881.615384615385
1832,E 138 St,Canal Pl,Rider Avenue,Weekend,2,69780,10451,354.5,304.25,261.75,231.75,280.5,201.25,215.0,272.75,294.25,372.25,356.75,383.75,426.25,446.25,479.75,506.0,539.0,623.25,550.0,490.25,439.25,382.75,349.5,305.25,9066.25
1835,E 138 St,Rider Avenue,Canal Pl,Weekday,2,69780,10451,161.0,115.6,92.6,75.8,122.4,166.4,374.2,728.2,726.2,582.4,459.0,454.4,450.6,489.2,550.8,632.0,717.0,720.4,567.6,443.4,383.2,289.4,237.2,199.4,9738.4
1836,E 138 St,Rider Avenue,Canal Pl,Weekend,2,69780,10451,266.25,240.5,206.5,209.5,216.25,146.0,174.0,234.0,279.75,302.75,344.75,362.5,415.5,427.0,431.25,447.75,453.75,448.5,420.0,390.75,351.25,316.25,273.0,255.5,7613.25
1853,E 149 St,Morris Avenue,Park Avenue,Weekday,2,69836,10451,213.0,143.0,99.2,88.0,98.8,171.2,477.2,981.6,880.6,719.2,621.6,630.8,655.4,646.2,656.2,799.0,787.0,847.0,767.2,698.8,614.6,464.4,364.6,297.2,12721.8
1854,E 149 St,Morris Avenue,Park Avenue,Weekend,2,69836,10451,342.75,308.25,267.25,212.5,199.25,163.0,238.25,299.75,375.75,450.25,545.5,562.0,619.0,626.25,630.75,742.5,713.5,688.0,669.25,638.25,542.0,488.0,422.5,350.25,11094.75
1855,E 149 St,Park Avenue,Morris Avenue,Weekday,2,69836,10451,210.0,137.6,114.53333333333333,92.13333333333334,108.26666666666667,167.46666666666667,422.93333333333334,709.5333333333333,742.0666666666667,643.8,561.6,586.4666666666667,569.2,590.4666666666667,612.2666666666667,670.4,700.4666666666667,688.9333333333333,634.2,542.6666666666666,450.2,374.46666666666664,311.73333333333335,276.26666666666665,10917.666666666666
1856,E 149 St,Park Avenue,Morris Avenue,Weekend,2,69836,10451,253.41666666666666,196.33333333333334,164.5,136.25,134.33333333333334,112.33333333333333,143.66666666666666,214.33333333333334,279.5,326.6666666666667,344.5833333333333,401.1666666666667,451.3333333333333,496.8333333333333,516.25,534.6666666666666,549.5833333333334,509.25,491.5,442.3333333333333,397.4166666666667,329.6666666666667,301.8333333333333,256.4166666666667,7984.166666666667
128, Morris Ave , E 153 Street  , E 156 Street  ,Weekday,2,69976,10451,127.0,85.8,70.1,56.9,60.5,90.2,178.8,347.1,383.3,364.1,351.5,361.5,364.7,355.8,374.4,401.5,418.2,438.5,398.4,318.6,277.3,239.9,233.5,202.4,6500.0
129, Morris Ave , E 153 Street  , E 156 Street  ,Weekend,2,69976,10451,210.16666666666666,160.5,136.33333333333334,129.0,110.5,97.16666666666667,105.5,154.66666666666666,168.66666666666666,203.0,225.16666666666666,256.0,266.5,284.1666666666667,304.1666666666667,289.8333333333333,319.5,317.3333333333333,283.1666666666667,266.8333333333333,259.3333333333333,228.83333333333334,216.16666666666666,168.66666666666666,5161.166666666667
1626,Concourse Village W,E 156 Street,E 156 Street,Weekday,2,69979,10451,51.666666666666664,29.333333333333332,20.0,14.666666666666666,18.333333333333332,56.77777777777778,133.22222222222223,469.55555555555554,458.3333333333333,353.55555555555554,249.33333333333334,205.88888888888889,189.55555555555554,197.77777777777777,248.0,296.22222222222223,326.22222222222223,307.8888888888889,241.33333333333334,204.0,156.77777777777777,130.11111111111111,107.55555555555556,69.55555555555556,4535.666666666667
1627,Concourse Village W,E 156 Street,E 156 Street,Weekend,2,69979,10451,98.75,81.0,57.0,47.75,40.0,37.5,43.75,66.0,88.0,118.0,147.25,166.25,187.0,193.0,206.75,197.25,235.25,238.25,192.0,214.5,194.0,158.75,128.75,95.0,3231.75
1822,E 134 St,St Anns Avenue,St Ann'S Pl,Weekday,2,70010,10454,47.5,34.25,41.5,54.25,67.75,74.25,130.25,209.0,211.0,146.25,114.25,145.5,149.0,150.25,159.25,186.25,214.75,178.25,140.25,93.0,82.5,58.0,64.0,43.0,2794.25
245,134 St,St. Anns Pl,Bruckner Boulevard,Weekday,2,70015,10454,110.2,77.6,78.4,114.8,174.2,326.0,648.8,681.2,592.0,501.4,514.4,513.4,527.2,479.6,549.2,618.0,653.4,514.2,364.2,286.4,208.8,185.2,143.6,119.6,8981.8
246,134 St,St. Anns Pl,Bruckner Boulevard,Weekend,2,70015,10454,133.0,101.5,92.75,85.75,90.0,99.75,167.0,182.75,226.0,211.0,278.0,240.25,258.5,280.75,298.75,279.25,275.25,262.0,239.0,226.75,209.25,194.5,160.5,126.5,4718.75
1671,Courtlandt Ave,E 154 Street,E 155 Street,Weekday,2,70087,10451,42.75,26.25,21.0,15.5,16.25,26.75,51.5,148.5,175.25,143.75,160.25,142.5,133.75,146.5,140.75,163.5,180.5,180.75,144.0,126.25,89.75,75.5,46.0,41.25,2438.75
1672,Courtlandt Ave,E 155 Street,E 154 Street,Weekday,2,70087,10451,58.0,41.4,41.0,33.0,26.6,36.2,80.0,208.6,240.6,172.4,152.8,178.0,186.8,205.8,241.0,286.8,262.8,279.6,249.6,204.6,174.4,127.6,99.8,90.0,3677.4
1673,Courtlandt Ave,E 155 Street,E 154 Street,Weekend,2,70087,10451,94.5,83.75,87.75,62.25,56.25,46.75,46.25,67.0,77.75,92.0,120.0,156.5,163.25,176.75,177.0,224.25,207.5,213.0,195.25,168.5,153.0,129.25,104.25,117.25,3020.0
3087,Melrose Ave,E 153 Street,E 154 Street,Weekday,2,70220,10455,74.86666666666666,55.46666666666667,45.6,38.46666666666667,57.0,91.66666666666667,179.6,309.26666666666665,343.8666666666667,311.46666666666664,291.0,289.06666666666666,313.0,296.1333333333333,335.2,355.3333333333333,383.93333333333334,360.6666666666667,296.53333333333336,250.53333333333333,203.0,155.53333333333333,130.46666666666667,109.93333333333334,5277.6
3088,Melrose Ave,E 153 Street,E 154 Street,Weekend,2,70220,10455,125.83333333333333,105.25,90.25,88.33333333333333,80.33333333333333,63.416666666666664,85.25,107.58333333333333,132.0,162.75,201.91666666666666,214.83333333333334,236.66666666666666,256.5833333333333,251.0,257.0,255.58333333333334,254.08333333333334,242.58333333333334,220.41666666666666,190.33333333333334,175.58333333333334,147.16666666666666,126.75,4071.5
3089,Melrose Ave,E 154 Street,E 153 Street,Weekday,2,70220,10455,111.6,74.2,62.8,47.8,63.8,81.0,191.8,450.0,417.0,413.0,357.6,337.6,343.4,337.4,355.2,333.2,408.0,393.8,346.2,291.8,260.0,218.6,177.2,140.0,6213.0
3090,Melrose Ave,E 154 Street,E 153 Street,Weekend,2,70220,10455,171.5,157.0,126.0,106.0,102.25,84.5,101.5,148.75,191.75,218.0,258.75,288.5,303.75,343.75,338.5,363.25,341.5,354.75,331.75,298.75,280.5,247.75,228.75,185.0,5572.5
3091,Melrose Ave,E 154 Street,E 155 Street,Weekday,2,70223,10455,149.875,110.375,86.25,61.625,63.75,121.375,228.375,564.625,580.125,547.125,480.875,395.375,426.5,436.125,475.5,517.875,562.125,511.625,443.0,355.75,290.0,253.5,213.875,160.0,8035.625
3092,Melrose Ave,E 155 Street,E 154 Street,Weekday,2,70223,10455,84.1,62.5,52.6,44.7,49.5,77.7,160.2,321.4,381.7,342.0,293.7,303.3,301.2,289.0,320.1,392.4,390.6,362.1,318.8,251.7,214.3,173.5,154.3,115.5,5456.9
3093,Melrose Ave,E 155 Street,E 154 Street,Weekend,2,70223,10455,155.625,139.125,107.625,88.375,85.625,71.625,88.625,128.875,158.375,181.25,220.625,243.125,285.875,268.625,295.875,294.25,301.0,294.625,279.5,248.75,215.25,198.375,181.75,148.0,4680.75
3870,St Mary'S St,Beekman Avenue,Cypress Avenue,Weekday,2,70352,10454,41.0,25.25,16.75,14.0,16.0,22.75,85.25,202.75,218.5,158.25,106.25,101.25,109.5,108.25,129.75,170.0,147.75,153.25,125.25,100.25,78.25,64.75,47.5,42.5,2285.0
3871,St Marys St,Beekman Avenue,Cypress Avenue,Weekday,2,70352,10454,4.0,1.4,1.0,0.8,1.8,2.8,13.0,75.2,49.0,19.4,10.4,11.8,6.6,8.2,5.8,9.4,15.6,19.6,15.6,16.0,11.0,9.6,6.6,4.6,319.2
3872,St Marys St,Beekman Avenue,Cypress Avenue,Weekend,2,70352,10454,11.0,6.25,4.0,4.0,7.5,4.75,5.0,15.75,19.75,18.25,27.25,29.5,28.75,20.75,22.25,22.25,32.0,46.0,71.0,74.25,56.5,47.25,37.75,21.0,632.75
3889,St. Marys St,Beekman Avenue,Cypress Avenue,Weekday,2,70352,10454,35.6,22.6,13.6,11.4,13.2,29.8,78.0,205.2,201.0,150.2,124.8,149.8,128.2,135.8,175.0,198.6,205.8,197.4,162.6,142.0,109.4,97.4,79.4,53.2,2720.0
3890,St. Marys St,Beekman Avenue,Cypress Avenue,Weekend,2,70352,10454,68.0,60.0,46.75,29.5,33.75,27.25,30.25,42.25,62.75,90.0,105.5,118.25,133.0,134.0,135.5,149.25,156.25,155.5,158.0,146.5,129.5,104.75,97.25,68.25,2282.0
1849,E 149 St,Eagle Avenue,Cauldwell Avenue,Weekday,2,70360,10455,137.85,94.7,74.2,65.15,95.3,145.9,326.35,540.2,608.4,494.8,438.15,453.35,461.75,464.8,507.7,546.4,571.75,575.3,511.45,424.25,348.65,293.4,233.15,189.85,8602.8
1850,E 149 St,Eagle Avenue,Cauldwell Avenue,Weekend,2,70360,10455,222.125,183.3125,157.1875,137.5,127.125,113.75,140.0,182.5625,232.8125,276.5625,330.6875,364.8125,400.9375,416.625,438.125,463.875,464.1875,458.4375,450.9375,423.4375,372.9375,325.0,278.3125,229.125,7190.375
1361,Brook Ave,E 152 Street,E 153 Street,Weekday,2,70364,10455,39.642857142857146,26.571428571428573,20.285714285714285,17.642857142857142,28.071428571428573,56.5,145.57142857142858,316.57142857142856,328.57142857142856,256.64285714285717,221.14285714285714,220.42857142857142,248.35714285714286,262.2857142857143,312.2142857142857,364.42857142857144,388.2857142857143,353.85714285714283,260.57142857142856,189.92857142857142,135.85714285714286,108.92857142857143,90.78571428571429,65.5,4458.642857142857
1362,Brook Ave,E 152 Street,E 153 Street,Weekend,2,70364,10455,131.5,110.0,90.125,77.75,73.5,56.25,76.125,102.875,122.75,167.625,207.625,216.375,257.125,243.625,282.875,263.875,251.25,268.25,247.625,243.75,201.625,182.375,145.0,117.75,4137.625
4285,Wchester Ave,Eagle Avenue,Cauldwell Avenue,Weekday,2,70374,10455,86.44444444444444,58.611111111111114,36.166666666666664,32.888888888888886,37.611111111111114,60.72222222222222,136.61111111111111,324.22222222222223,358.27777777777777,315.44444444444446,260.1666666666667,264.94444444444446,267.8333333333333,254.88888888888889,289.5,336.05555555555554,340.1666666666667,331.3888888888889,281.72222222222223,228.05555555555554,192.22222222222223,153.77777777777777,118.44444444444444,91.55555555555556,4857.722222222223
4286,Wchester Ave,Eagle Avenue,Cauldwell Avenue,Weekend,2,70374,10455,140.375,108.625,96.25,79.0,73.625,61.875,70.125,96.875,128.875,164.75,195.75,221.25,243.0,248.25,270.25,286.875,270.375,279.375,271.125,244.0,215.5,194.0,161.625,137.125,4258.875
368,3 Ave,E 154 Street,E 155 Street,Weekday,2,70376,10455,135.4,105.26666666666667,72.33333333333333,64.66666666666667,68.46666666666667,100.13333333333334,227.53333333333333,367.06666666666666,425.46666666666664,447.93333333333334,428.1333333333333,454.3333333333333,441.8,468.26666666666665,451.6666666666667,498.6666666666667,506.73333333333335,504.6,510.6666666666667,439.73333333333335,349.3333333333333,281.53333333333336,227.66666666666666,187.66666666666666,7765.066666666667
369,3 Ave,E 154 Street,E 155 Street,Weekend,2,70376,10455,232.66666666666666,186.33333333333334,146.66666666666666,129.66666666666666,132.41666666666666,108.25,122.25,157.25,189.0,240.91666666666666,311.5,340.1666666666667,396.8333333333333,421.1666666666667,437.4166666666667,491.4166666666667,491.9166666666667,474.0,459.0,398.3333333333333,350.0,288.3333333333333,252.41666666666666,213.25,6971.166666666667
370,3 Ave,E 155 Street,E 154 Street,Weekday,2,70376,10455,109.2,77.4,61.8,55.4,80.6,121.2,278.8,444.8,413.0,343.0,314.2,320.4,323.8,329.4,360.2,390.6,371.6,359.2,366.2,335.2,261.4,219.6,179.2,156.8,6273.0
371,3 Ave,E 155 Street,E 154 Street,Weekend,2,70376,10455,179.5,147.25,132.75,118.5,120.5,114.25,148.0,192.5,204.0,248.75,291.0,306.75,355.25,358.75,352.75,368.25,354.25,367.0,355.75,319.0,272.75,230.25,209.75,175.25,5922.75
372,3 Ave,E 155 Street,E 156 Street,Weekday,2,70379,10455,132.0,90.0,64.0,50.125,62.25,96.625,225.75,414.5,493.375,473.125,414.5,328.875,340.5,345.125,355.625,377.5,384.125,398.25,352.75,312.5,240.5,191.5,161.875,119.75,6425.125
373,3 Ave,E 156 Street,E 155 Street,Weekday,2,70379,10455,119.2,86.9,74.0,60.7,53.9,77.2,176.0,361.3,434.7,355.1,352.6,398.0,384.3,394.4,453.5,508.7,502.1,518.1,473.8,388.3,332.9,252.9,205.4,172.1,7136.1
374,3 Ave,E 156 Street,E 155 Street,Weekend,2,70379,10455,181.125,164.75,156.25,125.25,119.5,92.75,104.0,135.625,158.0,195.5,253.5,312.375,345.25,390.125,409.625,445.375,448.0,454.25,402.625,351.0,304.125,245.0,213.75,211.375,6219.125
1363,Brook Ave,E 153 Street,Bergen Avenue,Weekday,2,70380,10455,45.6,29.6,24.8,20.4,34.8,63.0,178.6,371.8,419.8,293.0,265.8,297.4,309.8,331.0,355.4,411.2,399.2,385.8,304.2,210.8,158.0,124.2,105.2,75.0,5214.4
1364,Brook Ave,E 153 Street,Bergen Avenue,Weekend,2,70380,10455,98.75,70.25,51.5,39.0,43.25,33.5,61.25,89.75,113.75,162.75,205.0,232.0,248.5,318.75,340.0,348.75,301.5,262.0,231.25,199.25,172.0,132.25,111.5,97.25,3963.75
1859,E 156 St,St Anns Pl,Eagle Avenue,Weekday,2,70395,10455,46.6,28.2,23.0,20.7,25.2,40.9,105.1,309.4,302.7,216.4,197.8,218.4,237.1,250.8,296.1,345.3,371.5,368.0,273.4,204.2,169.2,123.6,108.3,78.1,4360.0
1860,E 156 St,St Anns Pl,Eagle Avenue,Weekend,2,70395,10455,101.75,70.75,63.125,48.125,43.625,33.625,44.25,66.875,97.875,131.5,163.875,188.75,207.5,233.625,240.25,252.125,260.375,240.5,228.25,194.875,186.875,141.75,125.375,102.5,3468.125
1861,E 161 St,Eagle Avenue,Cauldwell Avenue,Weekday,2,70586,10456,22.5,14.428571428571429,10.642857142857142,7.214285714285714,7.642857142857143,12.0,30.071428571428573,99.71428571428571,138.85714285714286,86.21428571428571,70.78571428571429,79.78571428571429,87.42857142857143,91.92857142857143,109.5,124.64285714285714,158.21428571428572,156.57142857142858,132.07142857142858,93.57142857142857,71.35714285714286,53.07142857142857,41.642857142857146,33.92857142857143,1733.7857142857142
1862,E 161 St,Eagle Avenue,Cauldwell Avenue,Weekend,2,70586,10456,40.3,35.9,30.6,25.3,23.6,14.0,12.4,16.1,29.7,48.2,53.1,59.9,73.11111111111111,73.33333333333333,73.88888888888889,77.22222222222223,85.88888888888889,81.55555555555556,65.66666666666667,67.88888888888889,63.888888888888886,50.333333333333336,48.55555555555556,46.111111111111114,1192.111111111111
1863,E 163 St,Eagle Avenue,Cauldwell Avenue,Weekday,2,70607,10456,128.42307692307693,91.65384615384616,65.76923076923077,61.15384615384615,78.26923076923077,135.03846153846155,257.96153846153845,497.11538461538464,563.7692307692307,469.9230769230769,416.34615384615387,411.11538461538464,406.6923076923077,391.2307692307692,433.5769230769231,474.46153846153845,505.84615384615387,505.2307692307692,442.5,382.15384615384613,313.4230769230769,275.38461538461536,217.34615384615384,180.26923076923077,7704.653846153846
1864,E 163 St,Eagle Avenue,Cauldwell Avenue,Weekend,2,70607,10456,227.9375,183.0625,151.0,131.4375,133.875,114.4375,126.5625,177.0625,218.6875,269.8125,308.1875,349.0625,358.1875,396.8125,415.8125,415.6875,414.25,415.75,419.4375,398.25,363.3125,319.6875,263.3125,235.4375,6807.0625
3730,Sedgwick Ave,W 167 Street,Cross Bronx Expressway,Weekday,2,71493,10452,94.4,56.6,39.2,33.8,50.8,75.0,177.4,255.8,248.1,205.5,174.2,191.0,208.2,224.6,228.0,309.9,337.6,342.2,296.7,276.4,226.3,190.5,153.4,139.4,4535.0
3731,Sedgwick Ave,W 167 Street,Cross Bronx Expressway,Weekend,2,71493,10452,142.625,121.625,94.125,76.0,100.125,69.375,92.5,120.625,139.0,160.625,174.0,179.125,228.25,229.375,239.625,260.875,256.125,256.0,284.375,288.5,270.875,210.75,172.5,143.625,4310.625
3738,Sheridan Ave,E 156 Street ,E 161 Street ,Weekday,2,71591,10451,55.6,31.4,38.0,24.6,32.2,86.8,191.4,425.0,568.0,509.0,403.0,392.8,352.6,340.0,333.0,504.2,645.4,597.8,392.6,248.8,191.8,159.2,124.6,115.8,6763.6
3739,Sheridan Ave,E 156 Street ,E 161 Street ,Weekend,2,71591,10451,99.33333333333333,84.66666666666667,67.0,32.666666666666664,38.0,48.0,67.0,88.66666666666667,111.33333333333333,155.33333333333334,168.0,177.0,219.0,318.6666666666667,350.0,304.0,384.3333333333333,317.3333333333333,326.0,289.3333333333333,196.33333333333334,196.33333333333334,129.33333333333334,101.33333333333333,4269.0
3380,Ogden Ave,W 171 Street,Dr Martin Luther King Jr Boulevard,Weekday,2,71669,10452,73.3,63.1,50.4,39.6,38.8,46.4,93.9,187.4,216.7,191.5,190.2,194.4,187.7,227.6,231.9,248.7,239.8,235.9,229.3,207.8,168.6,129.6,115.1,98.1,3705.8
3381,Ogden Ave,W 171 Street,Dr Martin Luther King Jr Boulevard,Weekend,2,71669,10452,124.625,120.5,100.625,84.0,78.0,66.5,59.75,71.875,97.25,120.5,146.25,158.25,179.875,187.5,202.0,206.125,215.5,219.5,212.125,193.875,175.25,155.0,132.5,131.0,3438.375
3744,Sheridana Ave,E 161 Street ,E 162 Street ,Weekday,2,71729,10451,25.4,22.2,17.2,20.8,36.8,88.4,134.2,198.0,188.8,166.0,130.2,121.8,137.2,135.4,163.6,188.8,195.8,160.8,121.2,104.8,97.2,84.2,61.6,36.4,2636.8
3745,Sheridana Ave,E 161 Street ,E 162 Street ,Weekend,2,71729,10451,39.333333333333336,30.333333333333332,26.666666666666668,34.666666666666664,27.0,38.0,48.666666666666664,47.333333333333336,54.333333333333336,56.333333333333336,58.0,56.333333333333336,85.33333333333333,79.66666666666667,93.66666666666667,110.66666666666667,94.0,83.66666666666667,80.33333333333333,81.0,71.66666666666667,64.0,53.333333333333336,43.333333333333336,1457.6666666666667
1869,E 165 St,Carroll Pl,Sheridan Avenue,Weekday,2,71757,10456,143.0,107.6,78.9,59.5,74.8,119.2,243.2,471.7,555.6,552.1,453.4,436.8,459.9,472.7,553.8,614.3,681.2,689.0,615.3,496.0,427.3,388.2,318.5,214.3,9226.3
